,N,obj_robust_mean,obj_robust_max,obj_robust_min,obj_nonrobust_mean,obj_nonrobust_max,obj_nonrobust_min,robust_obj,nonrobust_obj
44,450,-256.0096823762149,-251.1470423965597,-260.89643101650654,-256.00968156386097,-251.14704158420545,-260.89643020415224,-271.56881255345127,-260.65
45,460,-256.02258908596656,-251.05886239720815,-260.78165144543163,-256.02258295135573,-251.05885626259692,-260.78164531082064,-271.4490930694916,-260.65
46,470,-256.1510790507924,-250.56711608768674,-260.62451477167815,-256.1510769257185,-250.56711396261272,-260.62451264660405,-271.33301711338646,-260.65
47,480,-256.10506525613806,-249.95603636413512,-260.8406759019358,-256.1050631773855,-249.95603428538206,-260.84067382318267,-271.2207124464819,-260.65
48,490,-255.96523654039297,-250.90274006480507,-261.025068466391,-255.96523595070263,-250.90273947511506,-261.0250678767009,-271.11185366338015,-260.65
49,500,-256.0820159786631,-251.57263294917146,-260.41474536936096,-256.082014896253,-251.57263186676164,-260.41474428695113,-271.0063606597113,-260.65
50,510,-255.9273559269488,-250.24158752515828,-262.60080051962234,-255.92735443140143,-250.241586029611,-262.60079902407495,-270.9039941779547,-260.65
51,520,-255.94398015214125,-250.6834755612241,-261.4555598411216,-255.94397895188726,-250.68347436097014,-261.4555586408675,-270.80455942764553,-260.65
52,530,-255.99516792241636,-250.52802447871719,-261.43026620919795,-255.99516752865088,-250.52802408495157,-261.4302658154324,-270.7079917964747,-260.65
53,540,-255.95656994370427,-251.37215138728118,-260.38295113977074,-255.95656986144556,-251.37215130502221,-260.3829510575118,-270.61414368136434,-260.65
54,550,-255.98210485880398,-250.850157115282,-260.90155079998266,-255.9821026889367,-250.85015494541457,-260.90154863011526,-270.5229784211627,-260.65
55,560,-255.96052843134305,-251.1802682592653,-260.3836317663104,-255.96052825980567,-251.1802680877281,-260.3836315947731,-270.4340973968887,-260.65
56,570,-255.96722920817257,-251.35645157654142,-260.8250967402989,-255.96722871205307,-251.35645108042257,-260.82509624418003,-270.3476867312856,-260.65
57,580,-255.91638726065725,-251.81906641272025,-260.8250149770279,-255.91638660465,-251.81906575671286,-260.8250143210205,-270.263517511396,-260.65
58,590,-255.86325666676072,-250.7889697132549,-259.7823610803265,-255.8632561042582,-250.7889691507527,-259.78236051782426,-270.18150486842256,-260.65
59,600,-255.933856639573,-251.00990066551918,-261.7359239290311,-255.9338562561401,-251.00990028208685,-261.73592354559884,-270.10154597482926,-260.65
60,610,-255.87276434114258,-251.2348349164979,-259.9816933312823,-255.8727639645028,-251.23483453985835,-259.98169295464277,-270.02359598547315,-260.65
61,620,-255.8390433444017,-251.44827588044973,-261.2053006279297,-255.83904282650096,-251.4482753625491,-261.20530011002904,-269.947531626416,-260.65
62,630,-255.8805177294336,-251.74309739987586,-260.6059429207815,-255.88051290470094,-251.743092575143,-260.60593809604853,-269.8734222372616,-260.65
63,640,-255.90381942851937,-249.81193763051604,-260.53994126897487,-255.9038188652354,-249.811937067232,-260.5399407056909,-269.8008235643049,-260.65
64,650,-255.83650060762685,-250.739699047008,-260.2160948915858,-255.8365001281285,-250.73969856750966,-260.21609441208767,-269.7300586688434,-260.65
65,660,-255.85822122451114,-251.9746351054879,-261.0551803654817,-255.85822098972767,-251.9746348707048,-261.0551801306986,-269.66085982922937,-260.65
66,670,-255.90782929480187,-251.85979108909157,-260.1489299771331,-255.90782630897502,-251.8597881032644,-260.1489269913058,-269.59338358760033,-260.65
67,680,-255.8396101069696,-251.8644690735327,-260.7138623986364,-255.83961004957888,-251.8644690161422,-260.7138623412459,-269.52714459806134,-260.65
68,690,-255.83432814849536,-252.30496963006885,-260.09162405740886,-255.83432750459457,-252.30496898616843,-260.0916234135084,-269.46251340960157,-260.65
69,700,-255.81448487369852,-251.36205557316657,-261.2248161018823,-255.81448452214286,-251.3620552216109,-261.2248157503267,-269.3992370305541,-260.65
70,710,-255.84315371536,-252.0104243459606,-261.06859279250875,-255.84314987150253,-252.0104205021031,-261.06858894865115,-269.3374058144849,-260.65
71,720,-255.82902078521354,-251.55001310565285,-259.81411359032353,-255.82901809192688,-251.55001041236648,-259.8141108970373,-269.2767409149011,-260.65
72,730,-255.81455087191608,-251.79115435021578,-260.19778131850217,-255.8145502430582,-251.791153721358,-260.19778068964433,-269.21735005386427,-260.65
73,740,-255.86879783437547,-252.30662030809276,-260.79897913071636,-255.86879771683851,-252.30662019055626,-260.79897901317986,-269.1591908469991,-260.65
74,750,-255.86245738133482,-251.53031124996266,-260.22619295947555,-255.86245708720665,-251.53031095583447,-260.22619266534736,-269.1022175355872,-260.65
75,760,-255.85832464169977,-251.42698824306416,-260.0816326167537,-255.85832293596994,-251.42698653733453,-260.0816309110241,-269.04640246790325,-260.65
76,770,-255.85654696011719,-251.52417290591137,-260.46388430725506,-255.85654541332647,-251.52417135912083,-260.4638827604644,-268.99168755599123,-260.65
77,780,-255.88002502081443,-251.66438860608298,-260.10886502573845,-255.8800217025078,-251.66438528777655,-260.1088617074321,-268.93801103114737,-260.65
78,790,-255.90385916377082,-252.2898802131706,-259.3365525809653,-255.90385438765955,-252.28987543705904,-259.3365478048538,-268.8854058010561,-260.65
79,800,-255.82328971496392,-251.39966576784116,-259.7629701239294,-255.8232884036192,-251.3996644564961,-259.7629688125844,-268.83361665417294,-260.65
80,810,-255.88506791215204,-251.39728225847824,-259.6749513533699,-255.88506781797625,-251.39728216430245,-259.67495125919413,-268.7828854400026,-260.65
81,820,-255.81491360749834,-252.312858354073,-259.5433169801216,-255.81491278044555,-252.31285752702036,-259.5433161530689,-268.73313116546433,-260.65
82,830,-255.73999051558948,-252.0927878771061,-259.47138022595567,-255.73998996429037,-252.0927873258069,-259.4713796746564,-268.68425156523585,-260.65
83,840,-255.7827978584529,-251.43145798390378,-259.9412249910784,-255.78279771797446,-251.43145784342494,-259.9412248505995,-268.6362703739266,-260.65
84,850,-255.8611301968653,-251.9528518544904,-260.1820123979029,-255.8611301202826,-251.952851777908,-260.1820123213204,-268.5891126982384,-260.65
85,860,-255.80201732658801,-252.16032170468787,-259.3943913129628,-255.80201723142383,-252.1603216095233,-259.3943912177981,-268.5428062043101,-260.65
86,870,-255.83804522275486,-252.21313685760686,-259.6233682932046,-255.83804517112273,-252.21313680597456,-259.62336824157217,-268.49728742528526,-260.65
87,880,-255.77114427654004,-252.09571134898533,-259.76173760072766,-255.77114393265992,-252.09571100510573,-259.76173725684805,-268.4525607244116,-260.65
88,890,-255.82102845024238,-252.1959761924299,-259.3927829925931,-255.82102614542697,-252.1959738876144,-259.3927806877776,-268.4086464222798,-260.65
89,900,-255.72728149112575,-252.41939861297396,-258.9637956072175,-255.72727689913103,-252.41939402097887,-258.96379101522234,-268.3654137055063,-260.65
90,910,-255.80957570479197,-251.3577578736723,-260.54045394291865,-255.80957029938904,-251.3577524682699,-260.5404485375162,-268.3229102376488,-260.65
91,920,-255.85072051383108,-251.82973755070475,-259.1285951940084,-255.85072031603357,-251.82973735290778,-259.1285949962114,-268.2810078520527,-260.65
92,930,-255.77827118086222,-252.02331971941987,-259.16695674621644,-255.77826999337745,-252.0233185319351,-259.16695555873156,-268.2398990765809,-260.65
93,940,-255.77004455997883,-252.34771191819362,-259.4095722634259,-255.77004444423878,-252.34771180245366,-259.4095721476858,-268.1993730297522,-260.65
94,950,-255.80022377001808,-252.75243512597194,-260.00577938896345,-255.8002209246306,-252.75243228058412,-260.00577654357556,-268.1597462566254,-260.65
95,960,-255.72931767232504,-251.68628868113188,-259.7022880719709,-255.72931731243534,-251.6862883212413,-259.70228771208036,-268.12032059392953,-260.65
96,970,-255.80088941051005,-252.49968069597236,-260.10976849544465,-255.80088846134316,-252.4996797468052,-260.10976754627757,-268.0817542378741,-260.65
97,980,-255.84340029295421,-252.1560138018067,-259.8384659278196,-255.84339879100978,-252.15601229986203,-259.8384644258751,-268.0438150980944,-260.65
98,990,-255.79852107852273,-252.2899555367847,-259.23975636000887,-255.79851953957797,-252.28995399783952,-259.2397548210636,-268.0063728856683,-260.65
99,1000,-255.70973333374138,-252.05903718015776,-259.2620833023072,-255.70973326304522,-252.05903710946143,-259.26208323161075,-267.96938311810476,-260.65
